transect,quad,species,height_mm,mxdiam_mm,flws,frts,buds,data_notes,data_entry_notes,,,,,,,,,,,,,,,,,,
PR-21,7,carspp,60,30,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,7,carspp,26,30,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,7,vacova,150,250,0,0,1,,,,,,,,,,,,,,,,,,,,
PR-21,7,vacova,120,270,1,0,1,,,,,,,,,,,,,,,,,,,,
PR-21,7,vacova,115,72,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,7,casmer ,116,420,0,0,7,,,,,,,,,,,,,,,,,,,,
PR-21,7,casmer ,60,160,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,8,carspp,40,35,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,8,carspp,80,160,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,8,vacova,140,580,3,0,4,,,,,,,,,,,,,,,,,,,,
PR-21,8,phyemp ,145,470,0,0,21,,,,,,,,,,,,,,,,,,,,
PR-21,9,carspp,120,80,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,9,carspp,210,90,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,9,vacova,179,1025,21,7,0,,,,,,,,,,,,,,,,,,,,
PR-21,9,phyemp,230,1025,0,0,59,,,,,,,,,,,,,,,,,,,,
PR-21,9,casmer,205,500,3,0,1,,,,,,,,,,,,,,,,,,,,
PR-21,9,casmer,150,60,6,0,1,,,,,,,,,,,,,,,,,,,,
PR-21,10,phyemp,225,1025,3,0,22,,,,,,,,,,,,,,,,,,,,
PR-21,10,vacova,140,1005,1,9,0,,,,,,,,,,,,,,,,,,,,
PR-21,10,casmer,160,296,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,10,carspp,80,70,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,10,carspp,40,45,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,10,carspp,140,30,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,1,carspp,60,175,0,0,0,transect 21 ruler offset 8mm,,,,,,,,,,,,,,,,,,,
PR-21,1,carspp,71,154,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,1,carspp,63,184,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,1,carspp,28,47,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,1,carspp,69,262,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,2,vacova,31,104,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,2,vacova,36,106,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,2,carspp,70,207,1,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,2,carspp,164,90,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,2,carspp,36,320,1,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,2,carspp,70,160,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,2,carspp,52,210,1,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,3,carspp,107,210,2,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,3,casmer,149,540,24,0,23,,,,,,,,,,,,,,,,,,,,
PR-21,3,vacova,194,540,1,21,0,,,,,,,,,,,,,,,,,,,,
PR-21,4,carspp,170,5,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,4,carspp,111,50,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,4,carspp,60,2,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,4,carspp,71,17,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,4,carspp,76,70,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,5,vacova,174,240,0,3,2,,,,,,,,,,,,,,,,,,,,
PR-21,5,vacova,138,150,0,2,0,,,,,,,,,,,,,,,,,,,,
PR-21,5,phyemp,140,230,0,0,11,,,,,,,,,,,,,,,,,,,,
PR-21,5,phyemp,205,420,0,0,49,,,,,,,,,,,,,,,,,,,,
PR-21,5,casmer,210,370,0,0,1,,,,,,,,,,,,,,,,,,,,
PR-21,5,carspp,25,40,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,5,carspp,40,25,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,5,carspp,40,11,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,5,carspp,38,20,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,5,carspp,30,25,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,6,vacova,235,290,0,0,15,,,,,,,,,,,,,,,,,,,,
PR-21,6,vacova,180,264,0,0,5,,,,,,,,,,,,,,,,,,,,
PR-21,6,casmer,172,390,1,0,9,,,,,,,,,,,,,,,,,,,,
PR-21,6,carspp,100,190,10,0,0,,,,,,,,,,,,,,,,,,,,
PR-21,6,phyemp,95,164,7,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,10,phyemp,132,225,0,0,11,,,,,,,,,,,,,,,,,,,,
PR-22,10,casmer,148,430,0,0,20,,,,,,,,,,,,,,,,,,,,
PR-22,10,casmer,161,240,0,0,23,,,,,,,,,,,,,,,,,,,,
PR-22,10,casmer,131,180,0,0,6,,,,,,,,,,,,,,,,,,,,
PR-22,10,casmer,122,680,0,0,12,,,,,,,,,,,,,,,,,,,,
PR-22,10,casmer,103,540,0,0,5,,,,,,,,,,,,,,,,,,,,
PR-22,10,phyemp,160,470,0,0,8,,,,,,,,,,,,,,,,,,,,
PR-22,10,phyemp,100,144,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,10,phyemp,146,290,0,0,2,,,,,,,,,,,,,,,,,,,,
PR-22,10,vacova,138,927,0,0,20,,,,,,,,,,,,,,,,,,,,
PR-22,10,vacova,134,510,0,0,7,,,,,,,,,,,,,,,,,,,,
PR-22,1,carspp,80,500,0,0,0,,flws assumed 0,,,,,,,,,,,,,,,,,,
PR-22,1,carspp,50,200,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,1,carspp,50,400,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,1,carspp,40,550,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,1,carspp,70,250,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,2,carspp,40,300,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,2,carspp,40,500,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,2,carspp,40,500,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,2,carspp,60,350,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,2,casmer,100,300,0,0,24,,,,,,,,,,,,,,,,,,,,
PR-22,2,casmer,100,450,0,0,60,,,,,,,,,,,,,,,,,,,,
PR-22,2,casmer,80,250,0,0,36,,,,,,,,,,,,,,,,,,,,
PR-22,2,casmer,90,250,0,0,12,,,,,,,,,,,,,,,,,,,,
PR-22,3,carspp,50,600,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,3,carspp,30,300,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,3,casmer,100,400,0,0,18,,,,,,,,,,,,,,,,,,,,
PR-22,3,casmer,90,1000,0,0,140,,,,,,,,,,,,,,,,,,,,
PR-22,4,carspp,40,300,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,4,carspp,40,600,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,4,casmer,80,600,0,0,20,,,,,,,,,,,,,,,,,,,,
PR-22,4,casmer,80,250,0,0,4,,,,,,,,,,,,,,,,,,,,
PR-22,4,casmer,100,650,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,5,carspp,30,200,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,5,carspp,30,550,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,5,carspp,40,250,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,5,casmer,90,500,0,0,8,,,,,,,,,,,,,,,,,,,,
PR-22,5,casmer,90,250,0,0,2,,,,,,,,,,,,,,,,,,,,
PR-22,5,casmer,130,400,0,0,6,,,,,,,,,,,,,,,,,,,,
PR-22,6,carspp,40,250,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,6,carspp,40,350,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,5,phyemp,110,150,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,6,casmer,100,550,0,0,11,,,,,,,,,,,,,,,,,,,,
PR-22,6,casmer,110,500,0,0,5,,,,,,,,,,,,,,,,,,,,
PR-22,6,casmer,130,700,0,0,18,,,,,,,,,,,,,,,,,,,,
PR-22,7,carspp,20,20,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,7,carspp,40,400,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,7,casmer,110,600,0,0,14,,,,,,,,,,,,,,,,,,,,
PR-22,7,casmer,110,600,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,7,phyemp,100,70,0,0,7,,,,,,,,,,,,,,,,,,,,
PR-22,7,phyemp,110,200,0,0,7,,,,,,,,,,,,,,,,,,,,
PR-22,8,vacova,50,400,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,8,vacova,90,300,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,8,vacova,90,400,0,0,1,,,,,,,,,,,,,,,,,,,,
PR-22,8,casmer,120,600,0,0,6,,,,,,,,,,,,,,,,,,,,
PR-22,8,casmer,100,700,0,0,15,,,,,,,,,,,,,,,,,,,,
PR-22,8,phyemp,110,200,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,8,phyemp,120,200,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,9,vacova,100,500,0,0,2,,,,,,,,,,,,,,,,,,,,
PR-22,9,vacova,100,500,0,0,3,,,,,,,,,,,,,,,,,,,,
PR-22,9,vacova,110,150,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,9,casmer,110,600,0,0,12,,,,,,,,,,,,,,,,,,,,
PR-22,9,casmer,120,800,0,0,6,,,,,,,,,,,,,,,,,,,,
PR-22,9,casmer,80,50,0,0,1,,,,,,,,,,,,,,,,,,,,
PR-22,9,phyemp,90,250,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-22,9,phyemp,130,200,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,1,carspp,15,90,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,1,carspp,20,40,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,1,carspp,30,50,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,1,carspp,15,90,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,1,carspp,20,80,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,1,casmer,150,340,2,0,3,,,,,,,,,,,,,,,,,,,,
PR-23,2,casmer,100,150,4,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,2,casmer,120,200,7,0,5,,,,,,,,,,,,,,,,,,,,
PR-23,2,casmer,130,170,1,0,3,,,,,,,,,,,,,,,,,,,,
PR-23,2,casmer,70,120,0,0,2,,,,,,,,,,,,,,,,,,,,
PR-23,2,casmer,150,250,7,0,2,,,,,,,,,,,,,,,,,,,,
PR-23,2,vacova,10,30,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,3,casmer,50,120,0,0,4,,,,,,,,,,,,,,,,,,,,
PR-23,3,casmer,280,100,0,0,4,,,,,,,,,,,,,,,,,,,,
PR-23,3,casmer,110,145,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,4,casmer,95,120,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,4,casmer,90,110,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,4,casmer,35,80,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,4,casmer,130,100,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,4,casmer,50,50,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,5,casmer,55,170,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,5,casmer,90,120,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,5,casmer,70,210,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,5,casmer,35,180,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,5,carspp,10,40,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,5,carspp,10,40,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,5,carspp,10,45,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,5,carspp,15,60,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,6,carspp,10,55,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,6,carspp,20,50,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,6,carspp,10,25,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,6,carspp,5,20,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,6,casmer,50,60,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,6,casmer,60,70,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,6,casmer,60,290,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,6,casmer,90,140,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,6,casmer,100,300,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,7,carspp,10,40,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,7,carspp,15,50,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,7,carspp,5,20,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,7,carspp,5,30,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,7,carspp,5,20,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,7,casmer,50,100,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,7,casmer,85,100,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,7,casmer,90,160,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,8,carspp,25,30,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,8,carspp,15,50,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,8,carspp,15,50,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,8,carspp,10,25,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,8,carspp,25,65,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,8,casmer,90,210,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,8,casmer,70,320,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,9,carspp,10,30,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,9,carspp,10,20,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,9,carspp,20,45,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,9,carspp,10,40,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,9,carspp,30,40,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,9,casmer,105,200,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,9,casmer,40,75,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,9,casmer,60,115,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,10,carspp,20,60,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,10,carspp,20,30,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,10,carspp,15,60,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,10,carspp,10,50,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,10,carspp,10,40,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,10,casmer,85,340,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,10,casmer,70,140,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,10,phyemp,110,130,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-23,10,phyemp,85,290,0,0,3,,,,,,,,,,,,,,,,,,,,
PR-24,7,casmer,80,252,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,7,casmer,167,195,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,7,casmer,136,425,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,7,casmer,112,11,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,7,casmer,147,370,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,8,casmer,85,277,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,8,casmer,80,132,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,8,casmer,66,140,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,8,casmer,65,128,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,8,casmer,136,167,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,9,casmer,102,242,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,9,casmer,142,529,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,9,casmer,91,390,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,9,casmer,100,197,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,9,casmer,105,210,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,10,casmer,39,120,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,10,casmer,75,117,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,10,casmer,177,600,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,10,casmer,131,152,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,10,casmer,177,483,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,10,phyemp,151,305,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,10,phyemp,130,180,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,10,phyemp,120,138,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,10,phyemp,179,232,0,0,2,,,,,,,,,,,,,,,,,,,,
PR-24,10,phyemp,25,34,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,1,casmer,226,1070,170,108,23,,,,,,,,,,,,,,,,,,,,
PR-24,1,casmer,158,244,5,0,2,,,,,,,,,,,,,,,,,,,,
PR-24,1,vacova,207,498,1,7,0,,,,,,,,,,,,,,,,,,,,
PR-24,2,casmer,126,279,12,0,10,,,,,,,,,,,,,,,,,,,,
PR-24,2,casmer,146,251,0,0,3,,,,,,,,,,,,,,,,,,,,
PR-24,2,casmer,133,748,63,0,35,,,,,,,,,,,,,,,,,,,,
PR-24,2,casmer,75,284,1,0,1,,,,,,,,,,,,,,,,,,,,
PR-24,2,casmer,111,215,5,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,3,casmer,194,685,30,0,29,,,,,,,,,,,,,,,,,,,,
PR-24,3,casmer,126,374,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,3,casmer,146,510,0,0,5,,,,,,,,,,,,,,,,,,,,
PR-24,3,casmer,103,197,0,0,2,,,,,,,,,,,,,,,,,,,,
PR-24,4,casmer,196,600,0,0,1,,,,,,,,,,,,,,,,,,,,
PR-24,4,casmer,273,126,0,0,4,,,,,,,,,,,,,,,,,,,,
PR-24,4,casmer,125,348,0,0,5,,,,,,,,,,,,,,,,,,,,
PR-24,4,casmer,151,336,0,0,2,,,,,,,,,,,,,,,,,,,,
PR-24,4,casmer,159,145,0,0,1,,,,,,,,,,,,,,,,,,,,
PR-24,5,casmer,83,146,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,5,casmer,126,131,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,5,casmer,16,86,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,5,casmer,103,178,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,5,casmer,145,230,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,6,casmer,162,445,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,6,casmer,150,417,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,6,casmer,122,212,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,6,casmer,127,279,0,0,0,,,,,,,,,,,,,,,,,,,,
PR-24,6,casmer,197,389,0,0,0,,,,,,,,,,,,,,,,,,,,
TM- 27,1,casmer,160,800,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,1,phyemp,330,700,45,54,0,,,,,,,,,,,,,,,,,,,,
TM-1,1,phyemp,235,250,1,2,0,,,,,,,,,,,,,,,,,,,,
TM-1,1,casmer,140,400,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,2,phyemp,190,260,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,2,vacova,50,90,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,3,vacova,80,350,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,3,phyemp,150,250,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,3,vacova,130,480,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,3,casmer,130,380,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,4,vacova,200,420,5,1,0,,,,,,,,,,,,,,,,,,,,
TM-1,4,vacova,40,50,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,4,vacova,30,70,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,4,casmer,150,580,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,4,casmer,140,50,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,4,phyemp,220,500,18,7,2,,,,,,,,,,,,,,,,,,,,
TM-1,4,phyemp,40,40,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,4,phyemp,10,120,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,4,phyemp,60,150,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,4,phyemp,30,80,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,5,vacova,120,270,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,5,vacova,60,110,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,5,vacova,20,30,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,5,vacova,20,20,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,5,vacova,20,60,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,5,phyemp,130,320,1,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,5,phyemp,30,20,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,5,phyemp,10,40,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,5,phyemp,10,40,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,6,vacova,10,10,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,6,vacova,10,40,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,6,vacova,10,30,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,6,vacova,10,20,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,6,vacova,30,50,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,6,phyemp,10,10,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,6,phyemp,30,10,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,6,phyemp,10,20,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,6,phyemp,20,10,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,6,phyemp,50,10,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,7,vacova,10,90,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,7,vacova,10,60,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,7,vacova,10,30,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,7,vacova,30,150,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,7,vacova,20,20,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,7,phyemp,10,50,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,7,phyemp,10,10,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,7,phyemp,10,10,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,8,vacova,10,20,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,8,vacova,30,160,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,8,vacova,10,20,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,8,vacova,10,40,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,8,vacova,30,100,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,8,phyemp,10,20,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,8,phyemp,30,10,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,9,vacova,20,330,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,9,vacova,30,190,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,9,vacova,30,600,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,9,vacova,30,80,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,9,phyemp,20,10,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,9,phyemp,20,50,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,9,phyemp,100,60,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,9,phyemp,30,60,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,9,casmer,40,90,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,10,vacova,10,410,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,10,vacova,30,150,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,10,vacova,130,550,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,10,vacova,90,90,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,10,phyemp,90,130,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,10,phyemp,110,170,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,10,phyemp,90,170,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-1,10,phyemp,170,670,1,11,1,,,,,,,,,,,,,,,,,,,,
TM-1,10,casmer,110,550,1,1,0,,,,,,,,,,,,,,,,,,,,
TM-1,10,casmer,30,70,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,1,phyemp,175,410,9,0,37,,,,,,,,,,,,,,,,,,,,
TM-2,1,vacova,105,410,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,1,casmer,110,450,13,8,4,,,,,,,,,,,,,,,,,,,,
TM-2,1,casmer,130,270,7,12,2,,,,,,,,,,,,,,,,,,,,
TM-2,1,phyemp,140,270,1,0,13,,,,,,,,,,,,,,,,,,,,
TM-2,1,vacova,115,600,1,1,0,,,,,,,,,,,,,,,,,,,,
TM-2,1,casmer,115,430,2,1,1,,,,,,,,,,,,,,,,,,,,
TM-2,1,casmer,115,330,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-2,1,phyemp,90,430,3,3,0,,,,,,,,,,,,,,,,,,,,
TM-2,2,phyemp ,105,230,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,2,phyemp,130,500,6,1,2,,,,,,,,,,,,,,,,,,,,
TM-2,2,phyemp,120,450,11,0,26,,,,,,,,,,,,,,,,,,,,
TM-2,2,casmer,80,230,1,13,1,,,,,,,,,,,,,,,,,,,,
TM-2,2,casmer,90,450,2,12,5,,,,,,,,,,,,,,,,,,,,
TM-2,2,casmer,70,240,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,2,casmer,110,270,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,2,casmer,85,260,1,8,1,,,,,,,,,,,,,,,,,,,,
TM-2,2,vacova,70,500,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,2,vacova,95,370,1,3,0,,,,,,,,,,,,,,,,,,,,
